keyword,score
zdislav,2.00
řece,2.00
radhošti,2.00
pouse,2.00
2167 sien,2.00
doložená,2.00
šla,2.00
plulina,2.00
autopsie,2.00
-=-,2.00
lutteror 1969,2.00
inco,2.00
tav,2.00
via,2.00
1-3,2.00
stradouň,2.00
jonišovice,2.00
wirth 1902,2.00
atr,2.00
polovin 14,2.00
nejde,2.00
chnelfk,2.00
and,2.00
apol,2.00
druhým,2.00
litonyšl,2.00
chocn,2.00
zvonivé,2.00
*25,2.00
porc,2.00
přír,2.00
teb,2.00
chocni,2.00
91/,2.00
ješto,2.00
upč,2.00
nozn,2.00
počátku 13,2.00
patrno,2.00
nevylučuje,2.00
poličce,2.00
nhoä,2.00
„lány,2.00
-15,2.00
souvislosti,2.00
střeověku,2.00
staletí,2.00
mlýn,2.00
-198,2.00
lat,2.00
trusnov,2.00
seznamu,2.00
pramenech 14,2.00
yy2,2.00
perc,2.00
92p,2.00
-70,2.00
-79,2.00
-59,2.00
-61,2.00
-62,2.00
-72,2.00
nistorie,2.00
adj,2.00
kterým,2.00
1250p,2.00
vshledem,2.00
2 novohradky,2.00
chrudimi,2.00
dile,2.00
jenišovico,2.00
volotice,2.00
višňáry,2.00
hroubovice 1714,2.00
„bor,2.00
úvalu,2.00
textu,2.00
možná,2.00
„voštice,2.00
kostels,2.00
jakuba,2.00
lužo,2.00
koutely,2.00
štnec,2.00
arc,2.00
£01,2.00
l780,2.00
nap,2.00
14-15,2.00
25-26,2.00
vise,2.00
pužina,2.00
157p,2.00
cerekvici,2.00
340-341,2.00
-29,2.00
vyd,2.00
terase,2.00
1 all,2.00
lažany,2.00
10/,2.00
1-2,2.00
opočno,2.00
nebol,2.00
výhradně,2.00
ton-,2.00
rybníky,2.00
-33,2.00
-38,2.00
-41,2.00
-43,2.00
bfpo,2.00
vnitžjemrý,2.00
kameny,2.00
6-8,2.00
1 ince,2.00
četné,2.00
obr_,2.00
-139,2.00
-39,2.00
-82,2.00
-102,2.00
-108,2.00
-113,2.00
-114,2.00
-120,2.00
-132,2.00
-133,2.00
-135,2.00
-51,2.00
-98,2.00
-201,2.00
-103,2.00
—104,2.00
-107,2.00
-119,2.00
-137,2.00
-138,2.00
-73,2.00
-172,2.00
-50,2.00
-69,2.00
-125,2.00
-100,2.00
-53,2.00
-76,2.00
8-9,2.00
patrocinie,2.00
286p,2.00
flužina,2.00
archivu,2.00
mentour,2.00
zalaženy,2.00
ktoré,2.00
sestávající,2.00
počátku,2.00
nalezen,2.00
5 j,1.97
j 2,1.95
půdorys,1.95
125 p,1.94
r 104,1.93
muzeu,1.91
' 1,1.90
t 281,1.90
vysoké,1.89
6 n,1.88
30 n,1.88
3 n,1.88
jméno,1.88
3 části,1.88
3 r,1.88
279 r,1.88
372 r,1.88
r 1,1.88
katastru,1.88
476a,1.88
vi 4,1.86
44 c,1.86
— 159,1.86
13 w,1.86
stopy,1.83
zástavby,1.83
y 829,1.83
tuhy,1.83
1 sz,1.83
den,1.83
va 14,1.83
33 směru,1.83
13 n,1.82
n 289,1.82
21 vsi,1.80
0 vsi,1.80
hrušová,1.80
iii,1.80
trati 2,1.80
velmi,1.80
mýto,1.80
ba 22,1.80
stavení,1.75
í 7,1.75
at 118,1.75
‘ 1,1.75
oj 2,1.75
doby,1.75
7 iv,1.75
vinice,1.75
vysokého,1.75
uvažovat,1.75
odtud,1.75
stř 36,1.75
9 7a,1.75
1 t,1.74
t 36,1.74
t 195,1.74
t 7,1.74
7 st,1.73
st 229,1.73
st 32,1.73
st 1,1.73
„položení,1.73
val,1.71
výše,1.71
vui,1.71
viz 1,1.71
2 om,1.71
37 om,1.71
vsí 14,1.70
okraje,1.70
143 č,1.70
22 č,1.70
38 č,1.70
1542 č,1.70
72 č,1.70
77 č,1.70
1 č,1.70
286 č,1.70
3 č,1.70
• 344,1.69
2 •,1.69
• 552,1.69
• 93,1.69
103 •,1.69
300 •,1.69
• 5,1.69
• 49,1.69
13 •,1.69
jména,1.67
dolní,1.67
kostela,1.67
část,1.67
jjz,1.67
sen,1.67
2 stav,1.67
totiž,1.67
tý 1913,1.67
dvou,1.67
letoch 14,1.67
507a,1.67
♦ 128,1.67
pří-,1.67
hs 117,1.67
30 ■,1.67
údolím,1.67
■ 3,1.67
4 vai,1.67
možno,1.67
1 ■,1.67
hrutov,1.67
cerekvice,1.67
ulice,1.67
kapli,1.67
litom,1.67
po-,1.67
ucho 163,1.67
stáří,1.67
■ 11,1.67
pldorys,1.67
místo,1.67
3 obce,1.67
32 vai,1.67
rybniční,1.67
obce,1.67
0 vai,1.67
■ 1,1.67
98 uš,1.67
ledce,1.67
mravín 247,1.67
2 vai,1.67
desné,1.67
správy,1.67
2 horia,1.67
mohl,1.67
stál,1.67
oblasti,1.67
hradišt,1.67
farní,1.67
v-z,1.67
30 ä,1.67
„objekt,1.67
stát,1.67
■ 96,1.67
rýha,1.67
1 su,1.67
vraolav 104,1.67
výše 8,1.67
sbr,1.67
„vraclav,1.67
poloha,1.67
okolí,1.67
kanoe 13,1.67
2 příslí,1.67
yz2,1.67
3 vei,1.67
stř-,1.67
střopy,1.67
sípí,1.67
sbírky,1.67
návrší,1.67
32 vsi,1.66
81 vsi,1.66
7 vsi,1.66
• 19,1.65
• 71,1.65
• 120,1.65
• 169,1.65
1921 •,1.65
• 202,1.65
100 •,1.65
52 •,1.65
• 253,1.65
10 •,1.65
• 268,1.65
500 •,1.65
• 64,1.65
60 •,1.65
* 2,1.65
* 77,1.65
* 78,1.65
* 545,1.65
* 360,1.65
* 86,1.65
* 87,1.65
* 94,1.65
* 97,1.65
* 101,1.65
* 102,1.65
* 103,1.65
* 108,1.65
* 109,1.65
420 *,1.65
* 112,1.65
8 *,1.65
* 7,1.65
e 26,1.64
2 e,1.64
e 48,1.64
3 e,1.64
h 205,1.64
h 264,1.64
h 26412,1.64
h 32,1.64
h 208,1.64
h 9,1.64
h 90,1.64
h 91,1.64
vraclav,1.64
vraclav 285,1.64
b 62,1.62
6 b,1.62
5 b,1.62
h 108,1.60
h 109,1.60
h 126,1.60
h 265,1.60
8 h,1.60
sti 165,1.60
voi,1.60
sti 199,1.60
11 h,1.60
pří,1.60
příkopu,1.60
mapa 16,1.60
humny,1.60
106107 uvádí,1.60
mapa 97,1.60
hs 91,1.60
hs 96,1.60
12 vei,1.58
sti 225,1.57
sti,1.57
výzdoba,1.57
8 cihl,1.57
w 1,1.56
w 164,1.56
w 153,1.56
2 vnitř,1.56
* 16,1.54
* 18,1.54
* 19,1.54
* 24,1.54
* 26,1.54
* 134,1.54
* 32,1.54
* 34,1.54
189 *,1.54
* 36,1.54
* 38,1.54
* 40,1.54
* 42,1.54
* 215,1.54
* 47,1.54
* 1,1.54
* 639,1.54
* 51,1.54
* 52,1.54
* 53,1.54
* 56,1.54
* 6,1.54
* 83,1.54
* 62,1.54
* 66,1.54
* 67,1.54
* 70,1.54
22915 vytáč,1.54
7 vytáč,1.54
8 vytáč,1.54
zpráva,1.50
hradisku,1.50
především,1.50
dobu,1.50
předpokládat,1.50
setkáváme,1.50
kolmo,1.50
316 a/,1.50
příslí,1.50
1 ak,1.50
phítuhy,1.50
6 mu,1.50
patrných,1.50
snažím,1.50
debánice,1.50
jednat,1.50
jeätě,1.50
potřeby,1.50
říčky,1.50
doklady,1.50
mohly,1.50
nejspíše,1.50
svědčí,1.50
spálenec,1.50
indikačních,1.50
skic,1.50
předmět,1.50
často,1.50
30 q,1.50
jmno,1.50
jiš,1.50
irutov,1.50
druhý,1.50
kostola,1.50
301 wi,1.50
jinde,1.50
podobné 2,1.50
utr,1.50
tóž,1.50
slip,1.50
jenovičky,1.50
loučnó,1.50
jenoviček,1.50
hradce,1.50
vz2,1.50
vrch,1.50
suchou,1.50
12 -130,1.50
ala,1.50
dataci,1.50
vyobrazen,1.50
anon,1.50
patzně,1.50
2 mm,1.50
zanikly,1.50
zelinka 2970,1.50
zejména,1.50
jíl,1.50
tele,1.50
mají,1.50
„pode,1.50
hloubky 1,1.50
tve,1.50
1 alls,1.50
šir,1.50
vrstvy 9,1.50
7 -80,1.50
55-70,1.50
hloubka,1.50
mspe 29,1.50
ostel,1.50
colkově,1.50
4 tet,1.50
rktp,1.50
obee,1.50
listina,1.50
dlouho,1.50
„phímy,1.50
xv 2,1.50
desná,1.50
chotěšiny,1.50
20 oa,1.50
emler,1.50
vznik,1.50
toxtu,1.50
litonyäl,1.50
klášter,1.50
smren,1.50
limenta,1.50
počátky,1.50
evidentně,1.50
panský,1.50
107 /•,1.50
sta-,1.50
zahájí,1.50
mostě,1.50
sou,1.50
yyd,1.50
tyr,1.50
ech,1.50
sto 149,1.50
ue 29,1.50
1- 3,1.50
g 151,1.50
leží,1.50
2 psk,1.50
4 pask,1.50
rukou,1.50
1933 dojít,1.50
žís,1.50
archiv,1.50
lese,1.50
vyskytující,1.50
stole 12,1.50
hranicím,1.50
cos,1.50
sned,1.50
iné,1.50
sico,1.50
listin,1.50
zachycené,1.50
humen,1.50
poprvé 1372,1.50
184 čet,1.50
téš,1.50
viak,1.50
doložona,1.50
3435 #,1.50
2658 siga,1.50
costu,1.50
situace,1.50
připoníná,1.50
povrohy,1.50
obvykle,1.50
vne,1.50
materidl,1.50
doklad 1545,1.50
ovšom,1.50
javorník,1.50
tmares,1.50
neobstojí,1.50
lhta,1.50
„okrouhlice,1.50
xii 28,1.50
vye 281,1.50
62b,1.50
stu 191,1.50
ihl,1.50
dokonce,1.50
stu 196,1.50
-25,1.50
1621 lis,1.50
pozenky,1.50
padlkon,1.50
1806/71,1.50
rýhou,1.50
3 nálezů,1.50
zjz,1.50
doly 71,1.50
hradní 1,1.50
4 au,1.50
450400 př,1.50
osídlení,1.50
opraveno,1.50
louky,1.50
dokládá,1.50
příl,1.50
valech,1.50
sis,1.50
bezprostřeně 2,1.50
3 horle,1.50
1 bh,1.50
střepů,1.50
míst,1.50
faktu,1.50
tn 211,1.50
pmpf,1.50
tamtéž 414,1.50
ssv,1.50
odbočující,1.50
1 al,1.50
kdesi,1.50
zvonu,1.50
iniciativa,1.50
sbírkách,1.50
23 „končiny,1.50
33 /•,1.50
písku,1.50
tvořící,1.50
plochy,1.50
4 bh,1.50
nálesech,1.50
ostrohu,1.50
předpoklad,1.50
valu,1.50
kusy,1.50
111/67,1.50
8 bh,1.50
1 br,1.50
tmallezpo,1.50
homoli,1.50
vye,1.50
pustinkách,1.50
obe,1.50
ňfkovice 334,1.50
tnarezpo,1.50
3 tratí,1.50
nign,1.50
dvůr,1.50
kýta,1.50
nýbr,1.50
299 no,1.50
skratky,1.50
jít,1.50
jmóna,1.50
střepu,1.50
lán,1.50
ox 1,1.50
vraclavi,1.50
prvé,1.50
totožný,1.50
kraji,1.50
sde,1.50
vraolavi,1.50
pocházejí,1.50
stejn,1.50
1-4,1.50
we 9,1.50
bažinách,1.50
„horní,1.50
slí 205,1.50
jádra,1.50
v/1,1.50
1940-1941,1.50
alespoň,1.50
vak,1.50
cla,1.50
clo,1.50
lety 12551265,1.50
případ,1.50
sel,1.50
výskumy,1.50
sem,1.50
2658 sim,1.50
pop,1.50
díle,1.50
ulošeny,1.50
1 es,1.50
274 $1,1.50
13 „usplise,1.50
týl 1966,1.50
anad,1.50
vnit,1.50
polohy,1.50
wi-,1.50
dnešní,1.50
dislav 111,1.50
ovšen,1.50
osoby,1.50
mateziál,1.50
405 loo,1.50
1977a,1.50
zhoř,1.50
hloubce 2,1.50
brandýs,1.50
tratí,1.50
případě,1.50
álezy,1.50
-353,1.50
-167,1.50
stžepy,1.50
*31,1.50
okrajích,1.50
-192,1.50
*14,1.50
*15,1.50
*44,1.50
tamtéž,1.50
ním,1.50
ive,1.50
řádky,1.50
okrajem 86,1.50
1 če,1.50
jsen,1.50
cerekvic 1,1.50
hežmanic,1.50
cituji,1.50
vždy,1.50
tvrz,1.50
lánu,1.50
et 03,1.50
dosud,1.50
kat,1.50
50 zástavby,1.50
8 e,1.48
e 2,1.48
28 e,1.48
285 e,1.48
e 1,1.48
e 1780,1.48
106 e,1.48
371 e,1.48
107 e,1.48
e 29,1.48
3 vai,1.47
25 vai,1.47
331 vai,1.47
8 vai,1.47
5 vai,1.47
3 sa,1.45
benátky 1892,1.45
benátky 1908,1.45
l 055,1.44
1 l,1.44
konci,1.44
l 200,1.44
l 178,1.44
8 konci,1.44
2 vytáč,1.44
70 č,1.43
hrady,1.43
168 č,1.43
1545 č,1.43
184 č,1.43
270 č,1.43
1360 č,1.43
199 č,1.43
416 č,1.43
č 1010,1.43
299 č,1.43
2167 sig,1.43
sig,1.43
1 sign,1.42
476 sign,1.42
167 sign,1.42
507 sign,1.42
cdb 11,1.42
539 /,1.41
149 /,1.41
382383 /,1.41
1587 /,1.41
1366 /,1.41
350 /,1.41
394 /,1.41
256 /,1.41
408 /,1.41
464 /,1.41
10 /,1.41
56 /,1.41
1513 /,1.41
540 /,1.41
518 /,1.41
694 /,1.41
287 /,1.41
31 /,1.41
249 /,1.41
6 /,1.41
34 /,1.41
15 /,1.41
561 /,1.41
198 /,1.41
39 /,1.41
23 /,1.41
221 /,1.41
324 /,1.41
220 /,1.41
566 /,1.41
58 /,1.41
5 /,1.41
49 /,1.41
102 /,1.41
235 /,1.41
274275 /,1.41
277 /,1.41
300 /,1.41
283 /,1.41
359 /,1.41
/ 33,1.41
259 /,1.41
1600 /,1.41
284 /,1.41
495 /,1.41
5921 /,1.41
30 /,1.41
315 /,1.41
366 /,1.41
8 /,1.41
/ 2210,1.41
/ 37,1.41
1713 /,1.41
423 /,1.41
343 /,1.41
1528 /,1.41
578 /,1.41
411 /,1.41
3 /,1.41
1222 /,1.41
491 /,1.41
209 /,1.41
25 /,1.41
206 /,1.41
250 /,1.41
1512 /,1.41
360 /,1.41
292 /,1.41
32 /,1.41
1977 /,1.41
79 /,1.41
152 /,1.41
276 /,1.41
416 /,1.41
289 /,1.41
/ 11013,1.41
51 /,1.41
661 /,1.41
128 /,1.41
105 /,1.41
86 /,1.41
456 /,1.41
131 /,1.41
2526 /,1.41
341 /,1.41
237 /,1.41
340 /,1.41
157 /,1.41
144 /,1.41
228 /,1.41
96 /,1.41
91 /,1.41
361 /,1.41
317318 /,1.41
426 /,1.41
230 /,1.41
65 /,1.41
696 /,1.41
1227 /,1.41
62 /,1.41
262 /,1.41
487 /,1.41
18 /,1.41
289290 /,1.41
354 /,1.41
353 /,1.41
460 /,1.41
396 /,1.41
439 /,1.41
345 /,1.41
oblast,1.40
václava,1.40
době 12,1.40
2 jem,1.40
367 hovoří,1.40
rýhami,1.40
' 83,1.40
tisové,1.40
' 93,1.40
vos,1.40
' 252,1.40
humy,1.40
328 /,1.40
517 /,1.40
305 /,1.40
78 /,1.40
142 /,1.40
160 /,1.40
558 /,1.40
109 /,1.40
670671 /,1.40
750 /,1.40
158 /,1.40
372 /,1.40
50 /,1.40
373 /,1.40
112 /,1.40
72 /,1.40
255 /,1.40
691 /,1.40
213 /,1.40
87 /,1.40
122 /,1.40
2154 /,1.40
273 /,1.40
155 /,1.40
215 /,1.40
187 /,1.40
421 /,1.40
866 /,1.40
231 /,1.40
240 /,1.40
296 /,1.40
338 /,1.40
194195 /,1.40
252253 /,1.40
643 /,1.40
645 /,1.40
75 /,1.40
392 /,1.40
272 /,1.40
337 /,1.40
233 /,1.40
140 /,1.40
/ 158,1.40
219 /,1.40
275 /,1.40
257 /,1.40
167 /,1.40
57 /,1.40
246 /,1.40
574 /,1.40
136 /,1.40
603 /,1.40
853 /,1.40
141 /,1.40
378 /,1.40
103 /,1.40
612 /,1.40
143 /,1.40
145 /,1.40
19 /,1.40
53 /,1.40
192 /,1.40
747 /,1.40
38 /,1.40
855856 /,1.40
204 /,1.40
156 /,1.40
62096093 /,1.40
234 /,1.40
242 /,1.40
385386 /,1.40
377 /,1.40
/ 1773,1.40
613 /,1.40
601 /,1.40
856 /,1.40
9192 /,1.40
/ 1976,1.40
100 /,1.40
76 /,1.40
749 /,1.40
375 /,1.40
55 /,1.40
591 /,1.40
697 /,1.40
202 /,1.40
331 /,1.40
189 /,1.40
374 /,1.40
169 /,1.40
1347 /,1.40
191 /,1.40
7663 /,1.40
231232 /,1.40
114 /,1.40
61 /,1.40
236 /,1.40
688 /,1.40
184 /,1.40
729 /,1.40
730 /,1.40
162 /,1.40
12 /,1.40
546 /,1.40
28 /,1.40
285 /,1.40
223 /,1.40
307 /,1.40
308 /,1.40
90 /,1.40
243 /,1.40
281 /,1.40
194 /,1.40
43 /,1.40
2358 /,1.40
190 /,1.40
1556 /,1.40
148 /,1.40
1262 /,1.40
1027 /,1.40
358 /,1.40
1777 /,1.40
93 /,1.40
133 /,1.40
95 cm,1.38
4 cm,1.38
sta 149,1.38
sta 153,1.38
sta 165,1.38
sta 71,1.38
2550 cm,1.38
40 cm,1.38
25 cm,1.38
20 cm,1.38
sta 195,1.38
sta 196,1.38
79 cm,1.38
42 cm,1.38
sta 198,1.38
4 st,1.38
st 139,1.38
st 113,1.38
st 3,1.38
st 143,1.38
st 150,1.38
2 st,1.38
3 st,1.38
st 163,1.38
10 st,1.38
st 165,1.38
65 st,1.38
obci,1.38
les 6,1.38
1276 sign,1.38
2167 sign,1.38
loučnou 7,1.35
ý 1916,1.33
brány,1.33
úvahu,1.33
oji 97,1.33
jasná,1.33
mapy,1.33
mapy 18,1.33
poloviny 18,1.33
zhruba,1.33
níz,1.33
las,1.33
literatuře,1.33
6*7,1.33
82 hrad,1.33
cost,1.33
las 7,1.33
kte-,1.33
2211 £1,1.33
8 obtáč,1.33
cda 1,1.33
cda 11,1.33
ctoletí,1.33
hrad,1.33
f 144,1.33
oji,1.33
táž,1.33
1 ý,1.33
poloviny 12,1.33
6 vně,1.33
orašice 52,1.33
orašice,1.33
popovec,1.33
1161 £1,1.33
popovec 1926,1.33
poloviny 19,1.33
atoletí,1.33
1 istorie,1.33
osfk 62,1.33
osfk,1.33
0sik,1.33
10 f,1.33
2 eh,1.33
2 střepy,1.33
3 střepy,1.33
1456 označuje,1.33
2 stí,1.33
27/,1.33
objevuje,1.33
1 rýhy,1.33
2 hths,1.33
přítuhy,1.33
slatina,1.33
prý,1.33
125 om,1.33
nalezený,1.33
poprvé,1.33
sedlec,1.33
slatina 347,1.33
135 ca,1.33
160 om,1.33
50 ca,1.33
4 rýhy,1.33
týš 1975,1.33
153 etr,1.33
hradiska,1.33
2 etr,1.33
5 rýhy,1.33
konce 13,1.33
týš 1969,1.33
tam,1.33
reg,1.33
barva,1.33
technologie,1.33
slídy,1.33
-267,1.33
-309,1.33
*20,1.33
literatury,1.33
15 označuje,1.33
rýhy 90,1.33
poli 600,1.32
poli 250,1.32
300 m,1.32
m 1,1.32
500 m,1.32
70 m,1.32
m 5,1.32
810 m,1.32
16 m,1.32
20 m,1.32
18 m,1.32
19 m,1.32
400 m,1.32
450 m,1.32
4 obtáč,1.30
1 obtáč,1.30
2 sil,1.29
5 sil,1.29
století 18,1.28
století 13,1.28
- 14,1.27
- 13,1.27
- 41,1.27
- 7,1.27
- 17,1.27
- 2,1.27
- 19,1.27
- 70,1.27
- 411,1.27
- 12,1.27
cesty 2,1.26
kostele,1.25
domoradice 13,1.25
zavádím,1.25
týš 1971,1.25
chotovice 26,1.25
domoradice 86,1.25
doubravice,1.25
týš 1,1.25
týš 1965,1.25
chotovice,1.25
jenišovice 146,1.25
povrchu,1.25
domoradice,1.25
rfhami,1.25
rozbíhají,1.25
opovnční,1.25
poloviny 15,1.25
16 hovoří,1.25
poloviny 26,1.25
tat,1.25
-19,1.25
-22,1.25
polovině 16,1.25
4 tmarezpo,1.24
40 str,1.23
81 str,1.23
45 str,1.23
str 106,1.23
28 str,1.23
1641 str,1.23
50 str,1.23
6 str,1.23
76 str,1.23
77 str,1.23
15 str,1.23
33 str,1.23
735 str,1.23
4 str,1.23
119 str,1.23
71 str,1.23
37 str,1.23
51 str,1.23
17 str,1.23
169 str,1.23
14 str,1.23
36 str,1.23
27 str,1.23
67 str,1.23
22 str,1.23
1 cihl,1.22
2 cihl,1.22
3 cihl,1.22
avšak 1357,1.20
plužine,1.20
8 pásk,1.20
1 pásk,1.20
5 pásk,1.20
plužine 2,1.20
7 pásk,1.20
horiz,1.20
3 horiz,1.20
5 horiz,1.20
praha 1975,1.20
praha 1948,1.20
střep 8,1.20
1 tmarez,1.20
stn 206,1.19
stn 106,1.19
stn 1,1.19
stn 109,1.19
stn 155,1.19
stn 160,1.19
stn 2,1.19
stn 265,1.19
stn 44,1.19
stn 172,1.19
stn 207,1.19
39 str,1.18
str 231,1.18
32 str,1.18
16 str,1.18
1477 str,1.18
12 str,1.18
9 str,1.18
1492 str,1.18
5 str,1.18
1 str,1.18
44 str,1.18
159 str,1.18
6 století,1.18
1 kdy,1.17
mlýna,1.17
poli 0,1.16
poli 50,1.16
poli 30,1.16
— 307,1.15
— 4,1.15
— 218,1.15
— 154,1.15
— 172,1.15
— 190,1.15
— 30,1.15
— 31,1.15
— 49,1.15
— 51,1.15
— 44,1.15
62 obr,1.15
17 obr,1.15
23 obr,1.15
bonita 7,1.14
38 cm,1.14
3 cm,1.14
sta 206,1.14
34 cm,1.14
6 cm,1.14
stn 212,1.14
sta 212,1.14
36 cm,1.14
70 cm,1.14
sta 216,1.14
stn 225,1.14
100 cm,1.14
65 cm,1.14
75 cm,1.14
tisová 91,1.14
58 cm,1.14
stn 271,1.14
sta 275,1.14
stn 275,1.14
stn 34,1.14
stn 79,1.14
sta 86,1.14
189 obr,1.12
751 obr,1.12
69 obr,1.12
398 obr,1.12
14 obr,1.12
6 sil,1.10
4 sil,1.10
111 fol,1.10
1191 fol,1.10
12 sil,1.10
1 sil,1.10
sil,1.10
rýh,1.09
6 m,1.09
25 m,1.09
28 m,1.09
50100 m,1.09
30 m,1.09
34 m,1.09
35 m,1.09
37 m,1.09
1 m,1.09
50 m,1.09
6 sh,1.08
bonita 1,1.05
benátkách,1.00
šebek,1.00
vycházel,1.00
související,1.00
kolektivizací,1.00
praha 1,1.00
doplněny,1.00
namnoze,1.00
neřešitelná,1.00
11/,1.00
onítca,1.00
vehou,1.00
sklopa,1.00
„dobžíkov,1.00
nejedlá,1.00
litomyžls,1.00
nforž,1.00
neobjevují,1.00
pršena 14,1.00
rozdělena,1.00
9tr,1.00
vii/1115,1.00
fara,1.00
6 jezdě,1.00
1398 plyne,1.00
bet*,1.00
„rovinka,1.00
náves,1.00
kontelem,1.00
ďáre,1.00
„praha,1.00
rovinkou,1.00
3m6no,1.00
„pamohn,1.00
prahou,1.00
míní,1.00
„dolečka,1.00
„praze,1.00
„zábrení,1.00
pfibiňoves,1.00
„zčrou,1.00
„eořkov,1.00
oníku,1.00
příběnice,1.00
splynuvších,1.00
1evt,1.00
branky,1.00
žäárská,1.00
„boľkovakó,1.00
„bofkova,1.00
„pezušský,1.00
„pazuchy,1.00
„pribineký,1.00
„zéveská,1.00
počátku 40,1.00
let 14,1.00
tribunou,1.00
okénky,1.00
okénkem,1.00
zd1,1.00
známa,1.00
věži,1.00
irth 1908,1.00
156-163,1.00
heroutovi 1999,1.00
merhntová-ľivorová 1971,1.00
románskou,1.00
loč,1.00
věž,1.00
8*2762,1.00
vožené,1.00
uvádějí,1.00
čtyžlistu,1.00
vedoucího,1.00
andla,1.00
zajímevá,1.00
zjištění,1.00
richter 1956,1.00
příznačnó,1.00
zahrnující,1.00
atjke-štpánek-irth 1908,1.00
vii/1,1.00
příkopem,1.00
ye 14,1.00
letech 1309,1.00
klášteru,1.00
1358 inkorporován,1.00
domívám,1.00
zk*,1.00
mač,1.00
hromadnou,1.00
nožností,1.00
napojují,1.00
hun-,1.00
něj,1.00
plužana,1.00
pří1,1.00
-rovinke,1.00
ish,1.00
tmaler,1.00
čepo,1.00
-preha,1.00
sočesu*,1.00
anne,1.00
~pazucha,1.00
venol 1964,1.00
83/76,1.00
čía,1.00
pesu,1.00
studiv,1.00
24* 13,1.00
ilhelos,1.00
domaradice,1.00
vztahuje-li,1.00
znínka,1.00
roku 1250,1.00
bartoloměje,1.00
vrědelc,1.00
„vobecnice,1.00
„limpuš,1.00
„zaäní,1.00
„stříbmík,1.00
„strínš,1.00
půdoryeně,1.00
čáet,1.00
potoce,1.00
lemuje,1.00
76* 79,1.00
období 16,1.00
zachycujících,1.00
komunikace,1.00
švambera-šalamon,1.00
graficky,1.00
písemně,1.00
mapovaní,1.00
zachovale,1.00
wstřibrník,1.00
bonitn,1.00
třída 5,1.00
tenel 1971,1.00
tloženy,1.00
5 př,1.00
klí 13,1.00
nalezen_,1.00
diauan,1.00
v2d_,1.00
eesk,1.00
•90- 14,1.00
31-32,1.00
šínák 1936,1.00
„lúbrava,1.00
nzč,1.00
„dolca,1.00
tret,1.00
domdofch,1.00
misto,1.00
zatímco,1.00
mlo,1.00
docházelo,1.00
oblesti,1.00
sjatnocona,1.00
oasta,1.00
pardbic,1.00
litomyälí,1.00
poličkou,1.00
ces-,1.00
maz,1.00
zájezdě,1.00
22$,1.00
ís_be__,1.00
l8_po_yy2_tvr_tech_vzd_,1.00
obr__pozn__,1.00
vorislo 15,1.00
šimnák 1333,1.00
svlíkla,1.00
obnovena,1.00
zanikla,1.00
poxenofoh,1.00
nike,1.00
homl 1966,1.00
lutteror 1968,1.00
conce 13,1.00
ennd,1.00
vyskytly,1.00
dvořisken,1.00
„uči-,1.00
dvožisko,1.00
podrúžek,1.00
zachovals,1.00
rozvržena,1.00
arok,1.00
materilu,1.00
pzha,1.00
vencl 1971,1.00
30p,1.00
dvořisro-podrážek,1.00
istruje,1.00
vykáaá,1.00
souvislost,1.00
79-80 8,1.00
rátká,1.00
džbánov,1.00
vm 16,1.00
464/,1.00
výslově,1.00
mála,1.00
kvštem,1.00
21/,1.00
pa±ocinia,1.00
ll7,1.00
1 prisli,1.00
d8bánov,1.00
přičemž,1.00
památkami,1.00
ležení 15,1.00
zdůvodnil,1.00
uvahu,1.00
mužejí,1.00
„bez,1.00
„sine,1.00
diskusi,1.00
užívám,1.00
te/,1.00
debánov,1.00
sad,1.00
odlišení,1.00
džbánov®,1.00
„pustiny,1.00
„dlouhovaký,1.00
enin,1.00
horka,1.00
prakticky,1.00
sptše,1.00
polovině,1.00
vat,1.00
pfekách®,1.00
pasokách,1.00
elfnovatech,1.00
bolmňovice,1.00
sedící,1.00
paresu,1.00
odstávají 12,1.00
patmě,1.00
nesplanuly,1.00
nesmiňuje,1.00
plošině,1.00
jednak,1.00
uvědomit,1.00
njč,1.00
nej,1.00
„fráseriský,1.00
odvozující,1.00
etr,1.00
„ckovský,1.00
přilehlé,1.00
číkovu,1.00
roku 1396,1.00
kromě,1.00
zásňovsi,1.00
lubníčku,1.00
cíkovem,1.00
rásňovsí,1.00
neboč,1.00
skále,1.00
uloženého,1.00
xostely,1.00
cíkov,1.00
ne*,1.00
erásňoves,1.00
cfkova,1.00
datován,1.00
spíše,1.00
19a,1.00
-hrziničky,1.00
tác,1.00
-víska,1.00
2becsal42,1.00
le_,1.00
-ckov,1.00
cfkoven,1.00
jeou,1.00
91p,1.00
konstatuje,1.00
jmó-,1.00
předpokladu,1.00
odbočku,1.00
náchod,1.00
los,1.00
„vlčky,1.00
„řiby,1.00
„tvořisko,1.00
„kopanina®,1.00
cel 7,1.00
přílohy,1.00
cerekvicí,1.00
slavčic,1.00
sučiny,1.00
příkopy,1.00
lrušová 20,1.00
232n,1.00
2 statky,1.00
nepřilhají,1.00
jdou,1.00
kopaniny,1.00
roku 1461,1.00
krahujce,1.00
toučné,1.00
litomyš,1.00
neprůchočné,1.00
cerelvice,1.00
přej£t,1.00
spálonce,1.00
kzčua 20,1.00
514ab,1.00
ovrchy,1.00
vil,1.00
přebírám,1.00
cíl,1.00
kevycházím,1.00
zásady,1.00
jemnost,1.00
